,id,submitdate,lastpage,startlanguage,seed,age,gender,gender[other],colorVision,experiencePacman,experienceAI,experienceAI2[1],experienceAI2[2],experienceAI2[3],experienceAI2[4],experienceAI2[5],experienceAI2[other],outcomeAI[1],randVideoSeed,randnumber,videoname1,videoname2,videoname3,retrospectionText,retrospectionQuest,next,infoPacman,gamePacman,regularPill,identifyPacman,powerPill,GhostsBlueWhen,GhostsBlueWhat,infoPacman2,gamePacman2,infoSummary,infoSaliency,greenArea,brightnessArea,quizSummary,infoSummary2,infoSaliency2,retrospectionVideo2,retrospectionClicks2,Intention2,retrospection2[1],retrospection2[2],retrospection2[3],retrospection2[4],retrospection2[5],retrospection2[6],RetrospectionConf2[predictConf1],RetrospectionExpl2,retrospectionVideo3,retrospectionClicks3,Intention3,retrospection3[1],retrospection3[2],retrospection3[3],retrospection3[4],retrospection3[5],retrospection3[6],RetrospectionConf3[predictConf1],RetrospectionExpl3,retrospectionVideo1,retrospectionClicks1,Intention1,retrospection1[1],retrospection1[2],retrospection1[3],retrospection1[4],retrospection1[5],retrospection1[6],RetrospectionConf1[predictConf1],RetrospectionExpl1,explSatisfaction1[1],explSatisfaction1[2],explSatisfaction1[3],explSatisfaction1[4],explSatisfaction1[5],explSatisfaction1[6],comment1,trustDescription2,videos2,videoClicks2A,videoClicks2B,trustBool2,trustConfidence2[confidence1],trustExpl2,trustDescription3,videos3,videoClicks3A,videoClicks3B,trustBool3,trustConfidence3[confidence1],trustExpl3,trustDescription1,videos1,videoClicks1A,videoClicks1B,trustBool1,trustConfidence1[confidence1],trustExpl1,explSatisfaction2[1],explSatisfaction2[2],explSatisfaction2[3],explSatisfaction2[4],explSatisfaction2[5],explSatisfaction2[6],comment2,bonus,code,submit,interviewtime,demographicsTime,ageTime,genderTime,colorVisionTime,experiencePacmanTime,experienceAITime,experienceAI2Time,outcomeAITime,randVideoSeedTime,randnumberTime,groupTime503,videoname1Time,videoname2Time,videoname3Time,retrospectionTextTime,retrospectionQuestTime,nextTime,groupTime451,infoPacmanTime,gamePacmanTime,groupTime453,regularPillTime,identifyPacmanTime,powerPillTime,GhostsBlueWhenTime,GhostsBlueWhatTime,groupTime486,infoPacman2Time,gamePacman2Time,groupTime454,infoSummaryTime,infoSaliencyTime,groupTime455,greenAreaTime,brightnessAreaTime,quizSummaryTime,groupTime487,infoSummary2Time,infoSaliency2Time,retro2Time,retrospectionVideo2Time,retrospectionClicks2Time,Intention2Time,retrospection2Time,RetrospectionConf2Time,RetrospectionExpl2Time,retro3Time,retrospectionVideo3Time,retrospectionClicks3Time,Intention3Time,retrospection3Time,RetrospectionConf3Time,RetrospectionExpl3Time,retro1Time,retrospectionVideo1Time,retrospectionClicks1Time,Intention1Time,retrospection1Time,RetrospectionConf1Time,RetrospectionExpl1Time,groupTime511,explSatisfaction1Time,comment1Time,trust2Time,trustDescription2Time,videos2Time,videoClicks2ATime,videoClicks2BTime,trustBool2Time,trustConfidence2Time,trustExpl2Time,trust3Time,trustDescription3Time,videos3Time,videoClicks3ATime,videoClicks3BTime,trustBool3Time,trustConfidence3Time,trustExpl3Time,trust1Time,trustDescription1Time,videos1Time,videoClicks1ATime,videoClicks1BTime,trustBool1Time,trustConfidence1Time,trustExpl1Time,groupTime509,explSatisfaction2Time,comment2Time,groupTime479,bonusTime,codeTime,submitTime,groupTime542,groupTime532,groupTime533,groupTime540,groupTime534,groupTime535,groupTime541,groupTime545,groupTime543,groupTime539,groupTime525,groupTime515,groupTime516,groupTime523,groupTime517,groupTime518,groupTime524,groupTime528,groupTime526,groupTime522
90,188,1980-01-01 00:00:00,17,en,1984219625,4.0,2.0,,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,5.0,4,4,/surveys/upload/surveys/841769/files/agent1_highlights_div_lrp.mp4,/surveys/upload/surveys/841769/files/agent2_highlights_div_lrp.mp4,/surveys/upload/surveys/841769/files/agent3_highlights_div_lrp.mp4,,,,,,A3,A3,A2,A2,A1,,,,,A1,A2,A2,,,,1.0,I think this AI agent was focused on making the ghosts blue so they could be eaten.,0.0,0.0,1.0,0.0,1.0,0.0,7.0,The areas around power pills and ghosts were highlighted.,,2.0,This AI agent seemed to be focused on just Pacman and clearing everything in an area.,1.0,0.0,0.0,0.0,0.0,0.0,5.0,Pacman was the only thing that seemed to be of interest to this AI agent.,,1.0,This AI agent focused on the power pills.,0.0,0.0,1.0,0.0,0.0,0.0,7.0,"Only the power pills or the area around them were lit with green, so I'm confident this was the most relevant thing for the AI. ",4.0,5.0,2.0,,5.0,5.0,,,,1.0,1.0,1.0,7.0,Agent A is focused on obtaining the most points.,,,1.0,1.0,2.0,7.0,Player B is focused on clearing the entire board I think.,,,2.0,1.0,1.0,4.0,"Player A seems to be more interested in power pills, thus player A should get more points.",4.0,4.0,1.0,,5.0,5.0,,10.0,123ca2287,,1805.61,172.35,,,,,,,,,,1.87,,,,,,,320.92,,,40.4,,,,,,1.76,,,89.65,,,46.79,,,,2.02,,,163.9,,,,,,,268.11,,,,,,,218.12,,,,,,,34.82,,,138.26,,,,,,,,128.66,,,,,,,,138.92,,,,,,,,36.92,,,2.14,,,,,,,,,,,,,,,,,,,,,,,
91,240,1980-01-01 00:00:00,17,en,250742246,3.0,2.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0,4,1,/surveys/upload/surveys/248468/files/agent1_random_4.mp4,/surveys/upload/surveys/841769/files/agent2_random_4.mp4,/surveys/upload/surveys/841769/files/agent3_random_4.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,1.0,trying to avoid being got by the ghosts ,1.0,1.0,0.0,0.0,0.0,0.0,4.0,I guessed based off what I observed. The AI seemed focused on just getting the normal pills and avoiding the ghosts,,1.0,I can't figure out the strategy here,1.0,0.0,0.0,0.0,0.0,0.0,1.0,I'm not sure I didn't see any particular strategy ,,1.0,I really don't know I don't see any kind of strategy. It seems like its just trying to stay away from the ghosts but not really doing much else. ,1.0,0.0,0.0,0.0,0.0,0.0,1.0,I just went on what I observed.,1.0,1.0,5.0,1.0,,,,,,1.0,1.0,2.0,5.0,A got eaten whereas B did not,,,1.0,1.0,2.0,4.0,B seemed to be more focused on the goal where A seemed to have more trouble.,,,1.0,1.0,2.0,1.0,I think both seemed bad so I went with what I observed to be the better of the two,1.0,1.0,5.0,1.0,,,,20.0,248ea22d8,,854.06,25.08,,,,,,,,,,0.69,,,,,,,136.36,,,38.18,,,,,,207.26,,,4.75,,,6.99,,,,0.39,,,93.53,,,,,,,56.25,,,,,,,78.72,,,,,,,12.71,,,55.63,,,,,,,,54.81,,,,,,,,71.86,,,,,,,,10.13,,,0.72,,,,,,,,,,,,,,,,,,,,,,,
92,241,1980-01-01 00:00:00,17,en,94744373,3.0,2.0,,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0,4.0,4,1,/surveys/upload/surveys/248468/files/agent1_random_4.mp4,/surveys/upload/surveys/841769/files/agent2_random_4.mp4,/surveys/upload/surveys/841769/files/agent3_random_4.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,2.0,This AI agent seems to know to eat power pellets and go after ghosts.,1.0,0.0,1.0,1.0,0.0,0.0,5.0,"There were instances where power pellets are missing in certain clips of the video and ghosts are replaced with flickering eyes/blue ghosts, and it happens among all four clips.",,3.0,"Initially, the AI agent tried to eat ghosts,  but on the second clip, it got close to one and then reversed back. However, in the next two clips, it went back to trying to eat ghosts again, yet in the final clip, it had acquired the power pellet and it was safe to eat them this time.",1.0,0.0,0.0,1.0,0.0,0.0,5.0,The repeated actions of trying to eat ghosts seems most logical.,,2.0,"This AI agent also prioritizes eating just power pills, not so much the ghosts afterwards.",1.0,0.0,1.0,0.0,0.0,0.0,6.0,"He doesn't seem to target ghosts, and the normal pills and cherries are left on the field as often as possible",4.0,4.0,2.0,4.0,,,This was surprisingly fun and now I want to go replay Pacman!,,,2.0,1.0,1.0,7.0,This one seeks out ghost to eat after getting power pills and doesn't just stop moving,,,3.0,2.0,2.0,6.0,"This one is able to get power pills and also seeks out ghosts to eat, as well.",,,1.0,2.0,2.0,7.0,"He actually  makes an attempt to get regular pills, not just power pills",5.0,5.0,1.0,5.0,,,,50.0,41ba22d8,,877.39,71.1,,,,,,,,,,1.06,,,,,,,44.01,,,27.26,,,,,,8.1,,,28.06,,,5.49,,,,1.7,,,190.99,,,,,,,162.61,,,,,,,125.56,,,,,,,30.41,,,48.56,,,,,,,,42.32,,,,,,,,77.07,,,,,,,,12.11,,,0.98,,,,,,,,,,,,,,,,,,,,,,,
93,242,1980-01-01 00:00:00,17,en,2055234162,4.0,2.0,,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,4.0,5,2,/surveys/upload/surveys/248468/files/agent1_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent2_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent3_highlights_div.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,2.0,The strategy appears to be for Pacman to eat power pills as quickly as possible.,0.0,0.0,1.0,0.0,1.0,0.0,6.0,"Based on the video clips, the agent chose to go after the power pills right away and then chase down and eat the ghosts.",,2.0,The strategy here seems more chaotic. I believe the strategy is simply to not get eaten by the ghosts.,1.0,0.0,0.0,0.0,1.0,0.0,3.0,"Based on the movements, the AI was simply trying to avoid the ghosts unless they were blue. It didn't appear to be going after anything in particular.",,2.0,"Again, the AI seems to be going after the power pills first; but this time turns around right afterward, away from normal pills.",0.0,0.0,1.0,0.0,0.0,0.0,7.0,Pacman is seen only chasing down power pills and then going back away from normal pills.,4.0,3.0,4.0,4.0,,,No additional comments.,,,2.0,2.0,1.0,7.0,"Player A seems to be going after the power pills, trying to get the higher point items first.",,,2.0,2.0,2.0,6.0,"Player B seems more ""confident"" in their movements and had more of the board cleared. Also, it seemed to be more aggressive in its approach. ",,,2.0,2.0,1.0,5.0,Player A seems to be more certain because in its movements like it has learned the game more than Player B.,4.0,4.0,3.0,4.0,,,None,30.0,148ba22d9,,1750.92,92.54,,,,,,,,,,1.43,,,,,,,121.9,,,38.33,,,,,,1.2,,,24.18,,,16.09,,,,0.93,,,185.78,,,,,,,286.91,,,,,,,243.06,,,,,,,55.28,,,251.94,,,,,,,,188.28,,,,,,,,209.14,,,,,,,,32.48,,,1.45,,,,,,,,,,,,,,,,,,,,,,,
94,243,1980-01-01 00:00:00,17,en,217310984,3.0,2.0,,0.0,4.0,0.0,,,,,,,4.0,8,1,/surveys/upload/surveys/248468/files/agent1_random_8.mp4,/surveys/upload/surveys/841769/files/agent2_random_8.mp4,/surveys/upload/surveys/841769/files/agent3_random_8.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,3.0,AI is going around eating the normal pills avoiding the ghost any chance he/she gets,1.0,1.0,0.0,1.0,0.0,0.0,7.0,"Well pac-man is eating the normal pills every chance he gets, and every time he sees a ghost he turns around and goes into the opposite direction ",,6.0,"The AI agent keep going in different areas but seem to be going after the ghost even if they were not light up, also i noticed the AI was having trouble getting the hang of this game since it keep going in areas that have already been cleared.",1.0,0.0,1.0,1.0,0.0,0.0,6.0,"well pac-man is the most important one sicne its your guy that you use, then i seen it eat power pills several times and well the ghosts are really important to this game also",,1.0,Ai agent seem to be a little confused or getting stuck since i seen it get stuck going back an forth in the same area a couple of times. But he was eating the pills ,1.0,1.0,1.0,1.0,0.0,0.0,7.0,Pac-man was eating the normal pills and also got some power pills but a ghost did eat him since he got stuck in a corner it seemed like,5.0,4.0,1.0,5.0,,,I find it very intrestsing that an AI agent can play better then some people,,,1.0,1.0,1.0,7.0,"Well A AI agent seems to be more open, knows the game really well when to turn, when to collect the ghost when to run away from the ghost. While B AI agent tends to get confused, also it stops so in a corner like it does no know how to turn really well so it gets eaten more",,,1.0,1.0,2.0,7.0,Well first off it was a hard choice since they both can play better then me but b seems to know the game more quite well and knows when to turn away from the ghost. Their both equally good in my opinion ,,,1.0,1.0,2.0,6.0,I prefer B AI since it does not get stuck in corners from what i see and also its not as confused as A AI,5.0,4.0,3.0,5.0,,,none,40.0,190ba22d9,,1455.09,57.16,,,,,,,,,,0.81,,,,,,,189.58,,,126.49,,,,,,19.24,,,31.89,,,23.27,,,,0.82,,,130.41,,,,,,,282.47,,,,,,,157.39,,,,,,,52.98,,,134.18,,,,,,,,133.29,,,,,,,,94.08,,,,,,,,20.23,,,0.8,,,,,,,,,,,,,,,,,,,,,,,
95,244,1980-01-01 00:00:00,17,en,1904049906,4.0,1.0,,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0,4.0,10,2,/surveys/upload/surveys/248468/files/agent1_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent2_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent3_highlights_div.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,1.0,Get power pills so it can eat ghosts,1.0,0.0,1.0,0.0,1.0,0.0,6.0,It seeks power pills and then blue ghosts,,2.0,Hunt blue ghosts,1.0,0.0,0.0,0.0,1.0,0.0,6.0,It approached blue ghosts to eat them,,1.0,Turn around after getting a power pill,1.0,0.0,1.0,0.0,1.0,0.0,6.0,Those are the three objects involved in power pills,4.0,3.0,4.0,4.0,,,n,,,2.0,1.0,1.0,5.0,"B just turns around after getting a power pill, A focuses on clearing pills more",,,1.0,2.0,2.0,5.0,Less pointless wobbling and stray pills left behind,,,2.0,1.0,1.0,5.0,A seems to do a better job of clearing the board of pills,4.0,3.0,3.0,4.0,,,n,20.0,227ba22d8,,535.04,41.26,,,,,,,,,,0.93,,,,,,,24.71,,,27.36,,,,,,48.95,,,7.2,,,13.64,,,,1.29,,,64.52,,,,,,,78.12,,,,,,,56.08,,,,,,,17.26,,,43.16,,,,,,,,56.82,,,,,,,,40.23,,,,,,,,12.4,,,1.11,,,,,,,,,,,,,,,,,,,,,,,
96,245,1980-01-01 00:00:00,17,en,1691964260,6.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,5.0,1,2,/surveys/upload/surveys/248468/files/agent1_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent2_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent3_highlights_div.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,1.0,It's pretty good one to use and play ,1.0,0.0,1.0,0.0,0.0,1.0,6.0,Based on the game i made it ,,-1.0,It's always based on how we select the pills and ways,0.0,0.0,1.0,0.0,1.0,1.0,5.0,Based on the video,,1.0,The AI plays pretty well,0.0,0.0,1.0,0.0,1.0,1.0,6.0,pretty good ,4.0,4.0,4.0,5.0,,,,,,-1.0,-1.0,1.0,6.0,Based on the instructions i have done this,,,-1.0,-1.0,2.0,6.0,Player B would play better ,,,-1.0,-1.0,2.0,5.0,I think player B would play better,5.0,4.0,4.0,4.0,,,,20.0,244ba22d9,,1570.68,82.27,,,,,,,,,,1.55,,,,,,,43.83,,,82.59,,,,,,827.23,,,6.2,,,38.17,,,,11.12,,,69.13,,,,,,,156.56,,,,,,,57.15,,,,,,,18.76,,,109.53,,,,,,,,30.57,,,,,,,,24.85,,,,,,,,10.05,,,1.12,,,,,,,,,,,,,,,,,,,,,,,
97,246,1980-01-01 00:00:00,17,en,1996232861,4.0,1.0,,0.0,4.0,0.0,,,,,,,4.0,1,1,/surveys/upload/surveys/248468/files/agent1_random_1.mp4,/surveys/upload/surveys/841769/files/agent2_random_1.mp4,/surveys/upload/surveys/841769/files/agent3_random_1.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,1.0,This AI agent was motivated to get the power pill as fast as possible. ,0.0,0.0,1.0,0.0,0.0,0.0,7.0,Most short clips was showing pacman going for the power pill.,,1.0,"AI agent plays very safe, keeping his distance and not taking any chances. Not a risk taker.",1.0,0.0,0.0,0.0,0.0,0.0,6.0,"Like I said, agent was afraid to loose a life and was not taking any risk.",,1.0,"Again, power pill and eating blue ghosts is a priority for this AI agent.",0.0,0.0,1.0,0.0,1.0,0.0,7.0,Agent was eating blue ghost and allowing blue ghost to touch him after he got a power pill.,4.0,3.0,4.0,4.0,,,ty,,,1.0,1.0,1.0,6.0,There was one clip on player B I didn't like - wasting time waiting for a ghost to touch him.,,,2.0,1.0,2.0,6.0,Agent A seemed like he didn't know what he was doing... like he didn't know the rules...,,,1.0,1.0,1.0,6.0,I guess A was more skillful... even tho it's the one wasting time waiting for the ghost to touch him...,4.0,3.0,3.0,4.0,,,ty,20.0,71ca22d9,,868.61,63.15,,,,,,,,,,0.59,,,,,,,88.14,,,41.63,,,,,,1.02,,,11.96,,,15.45,,,,0.83,,,69.23,,,,,,,133.7,,,,,,,132.79,,,,,,,25.36,,,92.08,,,,,,,,99.88,,,,,,,,72.65,,,,,,,,18.85,,,1.3,,,,,,,,,,,,,,,,,,,,,,,
98,247,1980-01-01 00:00:00,17,en,895906296,5.0,1.0,,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0,6.0,4,1,/surveys/upload/surveys/248468/files/agent1_random_4.mp4,/surveys/upload/surveys/841769/files/agent2_random_4.mp4,/surveys/upload/surveys/841769/files/agent3_random_4.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,2.0,"Appeared to be a defensive strategy, keeping distance from ghosts. Though it also spent time near the fruit payout area, so that might have been the agent's motivation.",1.0,0.0,0.0,0.0,0.0,1.0,5.0,"The extra time spent where there were no pills, away from ghosts, suggests a defensive strategy. Some of that time was near the fruit payoff area, so that might be motivation for dwelling where there are no pills to collect.",,1.0,"Mostly dying and spawning, suggests no real strategy and poor game-play.",0.0,1.0,0.0,1.0,0.0,0.0,6.0,"There were no apparent winning strategies conveyed, so this agent may have been ill informed or playing with different goals.",,1.0,This agent seemed to waste time covering ground with no points or target. Inefficient time spent in corner with no planned action.,0.0,0.0,1.0,1.0,0.0,0.0,6.0,"The frantic, though unsuccessful chase of blue ghosts, and the rapid reversal upon eating a power pill  suggests those as priorities.",4.0,2.0,3.0,3.0,,,,,,1.0,1.0,1.0,3.0,Player B missed some opportunities and wasted time undecided in a corner. While player A at least showed some ghost-eating motivation.,,,2.0,1.0,2.0,7.0,Agent B's clip showed many more ghost eyes (eaten ghosts) indicating a more aggressive game strategy.,,,1.0,2.0,1.0,6.0,"Player A appeared to ""save"" a power pill, and wait for blue ghosts to gather, where player B must have eaten a power pill at a less opportune time --blue ghosts were still in the central pen.",4.0,2.0,2.0,3.0,,,,20.0,107da22da,,1657.62,135.93,,,,,,,,,,1.96,,,,,,,124.4,,,34.43,,,,,,1.37,,,16.88,,,10.82,,,,1.71,,,321.72,,,,,,,173.56,,,,,,,246.34,,,,,,,37.56,,,142.09,,,,,,,,167.89,,,,,,,,211.13,,,,,,,,27.95,,,1.88,,,,,,,,,,,,,,,,,,,,,,,
99,248,,3,en,718897315,3.0,1.0,,0.0,4.0,0.0,,,,,,,3.0,10,2,/surveys/upload/surveys/248468/files/agent1_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent2_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent3_highlights_div.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.87,204.88,,,,,,,,,,2.25,,,,,,,80.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,249,1980-01-01 00:00:00,17,en,1214452674,3.0,1.0,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0,5.0,7,2,/surveys/upload/surveys/248468/files/agent1_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent2_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent3_highlights_div.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,1.0,None,1.0,0.0,1.0,0.0,0.0,1.0,6.0,I was confident to play the game.,,1.0,This is very interesting game and the strategy is to escape the ghost.,1.0,0.0,1.0,0.0,0.0,1.0,7.0,I think i would like to play this game.,,1.0,none,1.0,0.0,1.0,0.0,0.0,1.0,6.0,I have very confident to play the game.,4.0,5.0,4.0,4.0,,,None,,,1.0,1.0,2.0,7.0,I have to confident to play with B,,,1.0,1.0,2.0,6.0,I have to play very confident with player B,,,1.0,1.0,2.0,7.0,I have to confident to play with B,5.0,4.0,4.0,4.0,,,none,10.0,61ea22d9,,725.11,54.52,,,,,,,,,,1.93,,,,,,,16.75,,,217.38,,,,,,36.84,,,5.0,,,52.15,,,,1.46,,,37.95,,,,,,,105.03,,,,,,,38.08,,,,,,,13.35,,,41.46,,,,,,,,62.32,,,,,,,,26.75,,,,,,,,11.95,,,2.19,,,,,,,,,,,,,,,,,,,,,,,
101,250,1980-01-01 00:00:00,17,en,1623276610,4.0,1.0,,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0,4.0,9,1,/surveys/upload/surveys/248468/files/agent1_random_9.mp4,/surveys/upload/surveys/841769/files/agent2_random_9.mp4,/surveys/upload/surveys/841769/files/agent3_random_9.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,1.0,It looks like their strategy was just to eat pills and avoid ghosts.,1.0,1.0,0.0,0.0,0.0,0.0,2.0,"I didn't have much to go by, but it looked like pacman was just eating pills like normal. He wasn't near any ghosts or power pills.",,2.0,Looks like there strategy was to eat the pills while keeping the ghosts at as much distance as possible.,1.0,1.0,0.0,0.0,0.0,0.0,2.0,There were a few times it looked like pacman went in reverse as a ghost was near.,,1.0,Doesn't look like much of a strategy. Looks like the player was stuck at a few points in the game.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"I'm not at all confident. The player was in the same spot at different points in the video, so I couldn't really figure out their strategy.",1.0,1.0,5.0,1.0,,,,,,1.0,1.0,1.0,3.0,Player B spent lots of time not moving. That's valuable pill eating time wasted.,,,3.0,2.0,1.0,2.0,A seemed a little more defense of a player and tried avoiding ghosts.,,,2.0,2.0,2.0,2.0,"A died immediately the video started. It didn't look like they were trapped either, It looked like bad decision making on their part.",1.0,1.0,5.0,1.0,,,,40.0,37ea22d9,,848.84,40.9,,,,,,,,,,2.02,,,,,,,110.39,,,62.14,,,,,,0.92,,,12.53,,,8.93,,,,1.72,,,82.26,,,,,,,148.75,,,,,,,112.51,,,,,,,16.25,,,54.62,,,,,,,,95.02,,,,,,,,84.25,,,,,,,,13.82,,,1.81,,,,,,,,,,,,,,,,,,,,,,,
102,251,1980-01-01 00:00:00,17,en,275354404,2.0,1.0,,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0,6.0,2,1,/surveys/upload/surveys/248468/files/agent1_random_2.mp4,/surveys/upload/surveys/841769/files/agent2_random_2.mp4,/surveys/upload/surveys/841769/files/agent3_random_2.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,2.0,The strategy is using the tunnels on either side in order to avoid ghosts.,1.0,0.0,0.0,0.0,0.0,0.0,4.0,Pacman appeared to use the tunnels on multiple occasions.,,1.0,The strategy is to keep switching directions quickly.,1.0,0.0,1.0,1.0,0.0,0.0,2.0,It looked like pacman kept switching directions in the video.,,8.0,The strategy is to find the power pills and to turn the ghosts blue.,1.0,0.0,1.0,0.0,1.0,0.0,5.0,These are the objects that I saw most commonly in the video.,2.0,1.0,4.0,2.0,,,"The videos were cut up and the clips themselves were very short, and made it very difficult to analyze any strategy.",,,2.0,1.0,1.0,6.0,Player A seems to have a better grasp on how to utilize tunnels as well as power pills to excel at the game.,,,1.0,2.0,2.0,5.0,Player B just seems like the better player. Player B is able to move around the map quickly and seems highly effective at eating the normal pills as well as power pills.,,,1.0,1.0,2.0,6.0,Player B has a better reaction time and with the constant switching will be able to get out of tough situations with the ghosts.,3.0,2.0,4.0,3.0,,,N/a,40.0,138da22d9,,752.76,44.72,,,,,,,,,,1.1,,,,,,,123.74,,,44.99,,,,,,0.37,,,6.57,,,43.27,,,,0.76,,,68.84,,,,,,,54.07,,,,,,,122.6,,,,,,,42.51,,,69.47,,,,,,,,56.73,,,,,,,,53.26,,,,,,,,18.72,,,1.04,,,,,,,,,,,,,,,,,,,,,,,
103,252,1980-01-01 00:00:00,17,en,1646779043,3.0,1.0,,0.0,4.0,0.0,,,,,,,3.0,9,2,/surveys/upload/surveys/248468/files/agent1_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent2_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent3_highlights_div.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,1.0,In this video the player strategy is very good because he had ate many pills and also the ghost was eaten by the agent. This will leads the player to get more points in the game.,0.0,1.0,0.0,1.0,1.0,0.0,7.0,In this video the agent was played very well hence i came to this selection.,,1.0,In this video i think that the agent did not played well and he did not ate many pills but eaten by the ghost several times. This will leads to decrease the player points and will loose the game.,0.0,1.0,0.0,1.0,1.0,0.0,6.0,In this video i clearly reviewed that the agent was not played very well  so that is why i came to this selection.,,3.0,An AI agent played this game quickly and securely by escaping from all the ghosts by the way of smart move. This increase the player points as high.,1.0,1.0,0.0,0.0,1.0,0.0,6.0,In this game the most important is to eat the pills will increase the player points that will useful for the game and also the player in the video had played very well.,5.0,4.0,2.0,5.0,,,no,,,2.0,1.0,1.0,7.0,"In this video player A was played very well because, more number of ghosts were eaten by the pacman that will increase the points higher than when eating the pills.",,,4.0,3.0,1.0,6.0,Because player A was played in good manner and the technique was good to play this game.,,,1.0,1.0,2.0,6.0,In this video player B was played very well and eaten many ghost as possible that leads the player to get high points.,5.0,4.0,1.0,4.0,,,no,50.0,74aa22da,,1823.68,22.1,,,,,,,,,,1.54,,,,,,,33.22,,,138.4,,,,,,1.86,,,19.24,,,18.07,,,,1.59,,,218.54,,,,,,,282.1,,,,,,,574.72,,,,,,,32.25,,,195.17,,,,,,,,147.51,,,,,,,,117.26,,,,,,,,18.27,,,1.84,,,,,,,,,,,,,,,,,,,,,,,
104,253,1980-01-01 00:00:00,17,en,1913892039,3.0,1.0,,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0,6.0,1,1,/surveys/upload/surveys/248468/files/agent1_random_1.mp4,/surveys/upload/surveys/841769/files/agent2_random_1.mp4,/surveys/upload/surveys/841769/files/agent3_random_1.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,1.0,Prioritizes getting the regular pills and staying away from the ghosts,1.0,1.0,0.0,0.0,0.0,0.0,4.0,"He doesn't come near the ghosts, and just tries to get the pills",,1.0,"He's risk averse, trying to stay away from the ghosts",1.0,1.0,0.0,1.0,0.0,0.0,3.0,"He often times just stays in place, meaning the AI doesn't want to go anywhere near the ghosts location",,4.0,He's trying to get the power pill and eat the blue ghosts,1.0,0.0,1.0,0.0,1.0,0.0,5.0,He either gets the power pill or eats a ghost in every clip,4.0,3.0,4.0,3.0,,,no,,,1.0,1.0,2.0,4.0,He seemed more aggressive; got the power pills and ate ghosts,,,1.0,4.0,2.0,3.0,It looked like he got more points in the videos,,,2.0,1.0,1.0,4.0,"He looked more aggressive, killed ghosts and got more points",4.0,2.0,4.0,3.0,,,no,20.0,62aa22da,,1200.55,54.28,,,,,,,,,,0.9,,,,,,,637.05,,,34.67,,,,,,1.34,,,17.14,,,8.24,,,,0.74,,,77.27,,,,,,,59.98,,,,,,,112.12,,,,,,,23.73,,,31.01,,,,,,,,84.71,,,,,,,,39.33,,,,,,,,17.23,,,0.81,,,,,,,,,,,,,,,,,,,,,,,
